X_Radial,Y_Tangential,Z_Axial
0.011,-0.00320418016436432,-0.0278160606390318
0.0119326530612245,-0.00347585184063787,-0.0278160606390318
0.012865306122449,-0.00374752351691144,-0.0278160606390318
0.0137979591836735,-0.004019195193185,-0.0278160606390318
0.014730612244898,-0.00429086686945856,-0.0278160606390318
0.0156632653061224,-0.00456253854573211,-0.0278160606390318
0.0165959183673469,-0.00483421022200567,-0.0278160606390318
0.0175285714285714,-0.00510588189827925,-0.0278160606390318
0.0184612244897959,-0.00537755357455281,-0.0278160606390318
0.0193938775510204,-0.00564922525082636,-0.0278160606390318
0.0203265306122449,-0.00592089692709993,-0.0278160606390318
0.0212591836734694,-0.00619256860337349,-0.0278160606390318
0.0221918367346939,-0.00646424027964704,-0.0278160606390318
0.0231244897959184,-0.0067359119559206,-0.0278160606390318
0.0240571428571429,-0.00700758363219417,-0.0278160606390318
0.0249897959183673,-0.00727925530846773,-0.0278160606390318
0.0259224489795918,-0.0075509269847413,-0.0278160606390318
0.0268551020408163,-0.00782259866101486,-0.0278160606390318
0.0277877551020408,-0.00809427033728841,-0.0278160606390318
0.0287204081632653,-0.00836594201356198,-0.0278160606390318
0.0296530612244898,-0.00863761368983554,-0.0278160606390318
0.0305857142857143,-0.00890928536610909,-0.0278160606390318
0.0315183673469388,-0.00918095704238265,-0.0278160606390318
0.0324510204081633,-0.00945262871865621,-0.0278160606390318
0.0333836734693878,-0.00972430039492977,-0.0278160606390318
0.0343163265306122,-0.00999597207120334,-0.0278160606390318
0.0352489795918367,-0.0102676437474769,-0.0278160606390318
0.0361816326530612,-0.0105393154237505,-0.0278160606390318
0.0371142857142857,-0.010810987100024,-0.0278160606390318
0.0380469387755102,-0.0110826587762976,-0.0278160606390318
0.0389795918367347,-0.0113543304525711,-0.0278160606390318
0.0399122448979592,-0.0116260021288447,-0.0278160606390318
0.0408448979591837,-0.0118976738051183,-0.0278160606390318
0.0417775510204082,-0.0121693454813918,-0.0278160606390318
0.0427102040816327,-0.0124410171576654,-0.0278160606390318
0.0436428571428571,-0.0127126888339389,-0.0278160606390318
0.0445755102040816,-0.0129843605102125,-0.0278160606390318
0.0455081632653061,-0.0132560321864861,-0.0278160606390318
0.0464408163265306,-0.0135277038627596,-0.0278160606390318
0.0473734693877551,-0.0137993755390332,-0.0278160606390318
0.0483061224489796,-0.0140710472153067,-0.0278160606390318
0.0492387755102041,-0.0143427188915803,-0.0278160606390318
0.0501714285714286,-0.0146143905678539,-0.0278160606390318
0.0511040816326531,-0.0148860622441274,-0.0278160606390318
0.0520367346938776,-0.015157733920401,-0.0278160606390318
0.052969387755102,-0.0154294055966746,-0.0278160606390318
0.0539020408163265,-0.0157010772729481,-0.0278160606390318
0.054834693877551,-0.0159727489492217,-0.0278160606390318
0.0557673469387755,-0.0162444206254952,-0.0278160606390318
0.0567,-0.0165160923017688,-0.0278160606390318
